Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,5.81517935860494E-18,3.64890254428675E-18,-2.18069225947685E-18,0,0,0,4.563502045004,0.0280984473320404,7.96797717061421E-17,1.04038741340493E-20,0.0169477927066625,1.08880015646914E-18,0.0376783082336192,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/base_link.STL,,body-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
hip2thigh_lf,6.24976908737392E-18,-0.0614074661588189,-0.00575000000000156,0,0,0,0.0599999613849593,0.000155906508351339,2.94476214864048E-21,-9.35046804636312E-21,1.13512134874171E-05,-7.895302478684E-19,0.000165935222689896,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_lf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_lf.STL,,thigh_f-1,Origin_hip_lf,Axis_hip_lf,hip_lf,continuous,0.0424247110394242,0.156999999999999,0,1.5707963267949,-1.5707963267949,0,base_link,0,0,1,,,,,,,,,,,,
thigh2leg_lf,0,-0.10564758516642,-0.00575000000000064,0,0,0,0.0763000411167859,0.000437218386664755,1.6940658945086E-21,1.95072209959967E-20,7.44363321133753E-06,1.46010727006436E-18,0.000442980239803143,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_lf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_lf.STL,,leg_f-1,Origin_knee_lf,Axis_knee_lf,knee_lf,continuous,0,-0.14,-0.011500000000001,0,0,-2.46746214692248,hip2thigh_lf,0,0,1,,,,,,,,,,,,
leg2wheel_lf,6.41847686111419E-17,-8.32667268468867E-17,0.0207499999999986,0,0,0,0.521949966745835,0.000441450058332931,-1.6940658945086E-21,2.07466425242616E-18,0.000441450058332931,-3.38231691806901E-20,0.000733078728294525,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_lf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_lf.STL,,wheel-1,Origin_foot_lf,Axis_foot_lf,foot_lf,continuous,0,-0.24,0,0,0,0.827377338905804,thigh2leg_lf,0,0,1,,,,,,,,,,,,
hip2thigh_lb,-2.22041654777271E-18,-0.0614074661588189,-0.0057500000000007,0,0,0,0.0539995474696858,0.000140314771946862,-7.3868622871195E-21,6.14097015851312E-21,1.02160131007346E-05,6.95482200694126E-19,0.000149340545022119,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_lb.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_lb.STL,,thigh_b-1,Origin_hip_lb,Axis_hip_lb,hip_lb,continuous,-0.0525752889605756,0.126999999999999,0,1.5707963267949,1.5707963267949,0,base_link,0,0,1,,,,,,,,,,,,
thigh2leg_lb,2.77555756156289E-17,-0.126725289376484,0.00574999999999845,0,0,0,0.0750000161747868,0.000553987900915235,-1.0249098661777E-19,1.70805329904007E-20,9.43756802822458E-06,-3.3007468040004E-18,0.00056177234358694,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_lb.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_lb.STL,,leg_b-1,Origin_knee_lb,Axis_knee_lb,knee_lb,continuous,0,-0.14,0,0,0,2.46746214692248,hip2thigh_lb,0,0,1,,,,,,,,,,,,
leg2wheel_lb,-1.15359111152458E-16,-5.55111512312578E-17,-0.0207500000000007,0,0,0,0.521949966745835,0.000441450058332931,-1.6940658945086E-21,2.07466425242616E-18,0.000441450058332931,-3.38231691806901E-20,0.000733078728294525,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_lb.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_lb.STL,,wheel-1,Origin_foot_lb,Axis_foot_lb,foot_lb,continuous,0,-0.24,0,0,0,-0.965954301349358,thigh2leg_lb,0,0,1,,,,,,,,,,,,
hip2thigh_rf,3.75999866151112E-18,-0.061407466158819,0.00575000000000089,0,0,0,0.0599999613849593,0.000155906508351339,9.70283065385988E-21,3.7357474179404E-24,1.13512134874171E-05,-1.08504780314569E-18,0.000165935222689896,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_rf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_rf.STL,,thigh_f-3,Origin_hip_rf,Axis_hip_rf,hip_rf,continuous,0.0424247110394264,-0.156999999999998,0,1.5707963267949,-1.5707963267949,0,base_link,0,0,1,,,,,,,,,,,,
thigh2leg_rf,2.77555756156289E-17,-0.10564758516642,0.00575000000000223,0,0,0,0.0763000411167858,0.000437218386664754,-5.84452733605467E-20,2.47571227334978E-20,7.44363321133752E-06,2.37301864809742E-18,0.000442980239803142,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_rf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_rf.STL,,leg_f-2,Origin_knee_rf,Axis_knee_rf,knee_rf,continuous,0,-0.14,0.0114999999999986,0,0,-2.46746214692248,hip2thigh_rf,0,0,1,,,,,,,,,,,,
leg2wheel_rf,5.55111512312578E-17,-1.2490009027033E-16,-0.0207499999999983,0,0,0,0.521949966745835,0.00044145005833293,-6.7762635780344E-20,-9.00265480038554E-19,0.00044145005833293,1.86202171434693E-18,0.000733078728294525,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_rf.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_rf.STL,,wheel-2,Origin_foot_rf,Axis_foot_rf,foot_rf,continuous,0,-0.24,0,0,0,-1.15869988791543,thigh2leg_rf,0,0,1,,,,,,,,,,,,
hip2thigh_rb,2.52390274270345E-18,-0.0614074661588188,0.0057500000000017,0,0,0,0.0539995474696858,0.000140314771946862,8.81418992666397E-21,-8.22543354868639E-23,1.02160131007346E-05,9.66936812718221E-19,0.000149340545022119,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_rb.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/hip2thigh_rb.STL,,thigh_b-2,Origin_hip_rb,Axis_hip_rb,hip_rb,continuous,-0.0525752889605738,-0.126999999999999,0,1.5707963267949,1.5707963267949,0,base_link,0,0,1,,,,,,,,,,,,
thigh2leg_rb,1.38777878078145E-17,-0.126725289376484,-0.00574999999999939,0,0,0,0.0750000161747868,0.000553987900915235,3.76929661528164E-20,3.51746985882905E-20,9.43756802822457E-06,-3.08428735210413E-18,0.00056177234358694,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_rb.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/thigh2leg_rb.STL,,leg_b-2,Origin_knee_rb,Axis_knee_rb,knee_rb,continuous,0,-0.14,0,0,0,2.46746214692248,hip2thigh_rb,0,0,1,,,,,,,,,,,,
leg2wheel_rb,-8.32667268468867E-17,1.2490009027033E-16,0.020750000000001,0,0,0,0.521949966745835,0.00044145005833293,-6.7762635780344E-20,-9.00265480038554E-19,0.00044145005833293,1.86202171434693E-18,0.000733078728294525,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_rb.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Manipulator_Vlink/meshes/leg2wheel_rb.STL,,wheel-2,Origin_foot_rb,Axis_foot_rb,foot_rb,continuous,0,-0.24,0,0,0,-2.95203152817059,thigh2leg_rb,0,0,1,,,,,,,,,,,,
